,title,answer
13633,"Java print, Letter format instead of A4",['java.awt.print.PrinterJob.getPrinterJob']
13634,Why are String comparisons (CompareTo) faster in Java than in C#?,['java.lang.String.compareTo']
13635,android replace multiple characters from a string,"['java.lang.String.replace', 'java.lang.String.replaceAll']"
13636,"In Java, AWT, repaint-method seems to be ignored in favor of start-method",['javax.swing.JComponent.paintImmediately']
13637,Can't move MP3 file to a different folder,['java.io.File.renameTo']
13638,Java GPA calculator/take all grade strings in order to create final gpa/Scanner/String,['java.lang.String.equals']
13639,test multithreading (CompletableFuture) with EasyMock,['java.lang.Thread.sleep']
13640,Thread.sleep causes android program to crash,['java.lang.Thread.sleep']
13641,Losing precision converting from int to double in java,['java.lang.Math.round']
13642,How to store and retrieve milliseconds in a date object in Java?,"['java.util.Date.getHours', 'java.util.Date.getSeconds', 'java.util.Calendar.get']"
13643,How to sort a TreeSet by Value?,['java.util.Collections.sort']
13644,Future.cancel(false) returning true for task in execution,['java.util.concurrent.Future.cancel']
13645,how to verify login input with database php MySQL,['java.net.URLEncoder.encode']
13646,"JAVA Multi-Threading, Memory Leak, Garbage Collector",['java.lang.Thread.start']
13647,Java 8 Streams - collect vs reduce,"['java.util.stream.Collectors.toList', 'java.util.stream.package-summary.Reduction', 'java.util.stream.Stream.collect']"
13648,how to get the attributes from xml file?,"['org.w3c.dom.Element.getAttribute', 'org.w3c.dom.Node.getNodeValue', 'javax.swing.text.html.parser.Element.getAttributes', 'org.w3c.dom.Node.getAttributes', 'org.w3c.dom.Node.getChildNodes']"
13649,How to close running process using java?,"['java.lang.Runtime.exec', 'java.lang.Process.destroy']"
13650,invoke an integer and double in JFrame.JTextField().setText();,['java.lang.String.valueOf']
13651,Why does contains value return false?,"['java.lang.Object.equals', 'java.lang.Object.hashCode']"
13652,Remove From ArrayList - Remove an integer from the list,['java.util.ArrayList.remove']
13653,How to include full H2 sources to Java project?,['java.sql.ResultSet.updateNClob']
13654,"Changing a font size in Java, using a textbox",['java.awt.Font.deriveFont']
13655,Sum attribute of object with Stream API,['java.util.stream.Collectors.summingInt']
13656,"Allowing JTable to be edited by program only, but allowing users able to copy data from it",['javax.swing.table.TableModel.isCellEditable']
13657,printing an int value right after a String value,['java.lang.Integer.toString']
13658,"Inheritance, composition and default methods","['java.util.ArrayList.sort', 'java.util.Collections.unmodifiableList']"
13659,java.lang.IllegalArgumentException: Comparison method violates its general contract,['java.util.Comparator.compare']
13660,java.util.treemap gives strange results,['java.util.TreeMap.put']
13661,JMenuItem updating without restarting the client,['javax.swing.SwingUtilities.invokeLater']
13662,When using getElementsByTagNameNS() in Java how do you check to see if the node exists?,['org.w3c.dom.NodeList.item']
13663,Getting current datetime using Calendar.getInstance() vs new GregorianCalendar(),['java.util.Calendar.getInstance']
13664,What is SwingUtilities.invokeLater,['javax.swing.SwingUtilities.invokeLater']
13665,equals method for date comparison in the library java.util.Date,['java.util.Date.equals']
13666,Monitor Platform access and spend time of the system in java,['java.lang.System.currentTimeMillis']
13667,Generics: Why the implemented collections returns an object instead of the specified type?,"['java.lang.Iterable.iterator', 'java.util.Iterator.next']"
13668,Sorting a list using custom parameters,['java.util.Collections.sort']
13669,"How to assign recurring array elements as unique keys, and tally the corresponding integer values?",['java.util.Map.entrySet']
13670,Compare String of patterns,['java.util.Arrays.asList']
13671,Why does Java's ArrayList's remove function seem to cost so little?,"['java.util.Iterator.remove', 'java.util.List.remove']"
13672,System.nanoTime() returns different values between java 7 and java 8,['java.lang.System.nanoTime']
13673,Encoding issues crawling non-english websites,['java.lang.System.setProperty']
13674,ToolTip for own drawings,['java.awt.Graphics2D.drawString']
13675,String.valueOf() behavior with char[] in List<char[]>,['java.lang.String.valueOf']
13676,Thread join on itself,['java.lang.Thread.join']
13677,Sorting a List of LIst by the Value of the sublist,"['java.util.Collections.sort', 'java.lang.Integer.parseInt']"
13678,How do I generate an (almost) unique hash ID for objects?,['java.security.MessageDigest.getInstance']
13679,"""Code deprecation "" in java",['java.util.Date.getHours']
13680,Is the accumulator of reduce in Java 8 allowed to modify its arguments?,['java.util.stream.Stream.collect']
13681,"In a Java hashtable with objects as values, how do I return the object values?","['java.lang.Object.toString', 'java.lang.String.valueOf']"
13682,keep first 2 words and the last word from a sentence,['java.lang.String.split']
13683,Best way to get part of content from string in java,['java.lang.String.substring']
13684,How to list files and folders from path to tree?,['javax.swing.tree.DefaultMutableTreeNode.add']
13685,String.length() gives me a wrong value,"['java.lang.Object.toString', 'java.lang.String.String', 'javax.swing.JPasswordField.getPassword']"
13686,How to pace the consumption of a sqs queue using spring integration,['java.lang.Thread.sleep']
13687,Good way to encapsulate Integer.parseInt(),"['java.lang.Character.isDigit', 'java.lang.Integer.parseInt', 'java.text.Format.parseObject']"
13688,StackOverflowError in Math.Random in a randomly recursive method,['java.lang.Math.random']
13689,GUI not updating visually before running ActionEvent,['javax.swing.SwingUtilities.invokeLater']
13690,Autoboxing/Unboxing while casting Integer to int using 'cast' method,['java.lang.Class.isInstance']
13691,Java performance: true vs. Boolean.TRUE,"['java.lang.Boolean.valueOf', 'java.lang.Boolean.booleanValue']"
13692,How to crash a thread or intentionally hung the thread?,['java.lang.System.exit']
13693,How to format a 3-digit integer to a 4-digit string?,['java.lang.String.format']
13694,anroid countdownTimer error on button click,['java.lang.Integer.parseInt']
13695,Is it safe to use OSGi EventAdmin within EDT?,['javax.swing.SwingUtilities.invokeLater']
13696,JMH puzzle: StringBuilder vs StringBand,['java.lang.System.arraycopy']
13697,How do I take the end off of a String in Java/Android?,"['java.lang.String.lastIndexOf', 'java.lang.String.substring']"
13698,Using string as name for objects in Java,"['java.util.Map.get', 'java.util.Map.put']"
13699,How to convert BigDecimal to Double in Java?,['java.math.BigDecimal.doubleValue']
13700,Does int.class equal Integer.class or Integer.TYPE in Java?,"['java.lang.reflect.Field.getType', 'java.lang.reflect.Field.getDeclaringClass']"
13701,Java: Keeping leading zeros while reading and formatting a text file,['java.lang.String.format']
13702,Why the numeric wrapper class need to provide static toString() method?,"['java.lang.String.valueOf', 'java.lang.Integer.toString']"
13703,logical structure/details of a reference variable and object in the memory?,['java.lang.Object.getClass']
13704,how to format date using SimpleDateFormat,['java.text.DateFormat.parse']
13705,How to hide the implementation class using Interface or Abstaract class,['java.lang.Class.forName']
13706,"What value should be returned for ""int create()"" method that does not perform the operation?",['java.lang.String.indexOf']
13707,Simulate static abstract and dynamic linking on static method call in Java,['java.lang.Class.newInstance']
13708,How DWR cast incoming data and evade type erasure,"['java.lang.Class.getAnnotatedInterfaces', 'java.lang.Class.getMethod', 'java.lang.Class.getField', 'java.lang.Class.getGenericInterfaces']"
13709,How to merge a few lists?,['java.util.Collections.sort']
13710,Best way to open and return a database connection in a Java application?,['java.lang.Class.forName']
13711,How to check if Cipher supports certain key size?,['javax.crypto.Cipher.getMaxAllowedKeyLength']
13712,Why won't my JTable let me insert an ImageIcon?,['javax.imageio.ImageIO.read']
13713,strange problem in an array,['java.lang.String.split']
13714,How to find out which thread holds the monitor?,['java.util.ArrayList.add']
13715,"How to delete the file contents (not file, need same inode) in Java and then truncate the file to a specific size (say 38 bytes)",['java.nio.channels.FileChannel.truncate']
13716,Selecting random key and value sets from a Map in Java,['java.util.Map.entrySet']
13717,Using a single Cipher object or two different objects for decrypt and encrypt operations?,['javax.crypto.Cipher.doFinal']
13718,Comparing two java.util.Dates to see if they are in the same day,"['java.time.LocalDate.isEqual', 'java.util.Date.toInstant', 'java.util.Calendar.getInstance']"
13719,Find all resource with specific extension from jar programmatically,['java.util.jar.JarFile.entries']
13720,ArrayOutOfBoundsException when removing Objects from a JTable,['javax.swing.JTable.convertRowIndexToModel']
13721,"GAE, JDO: working with entities loaded from cache","['java.lang.Object.equals', 'java.util.Collection.contains']"
13722,Non-interference exact meaning in Java 8 streams,"['java.util.stream.Stream.map', 'java.util.Collections.nCopies']"
13723,System.in.read method does not throw ArrayIndexOutOfBoundsException when read length is larger than destination length,"['org.omg.CORBA.portable.InputStream.read', 'java.io.InputStream.read']"
13724,Lambda filter not working as expected,['java.util.Objects.nonNull']
13725,Why are there brackets after my String's value?,['java.nio.file.Files.write']
13726,C++ - Alternative to Integer.parseInt() and String.valueOf(),"['java.lang.Integer.parseInt', 'java.lang.String.valueOf']"
13727,Passing Integer To Servlet,"['java.lang.Long.parseLong', 'java.lang.Integer.MAX']"
13728,Why SimpleDateFormat does not throw exception for invalid format?,"['java.util.Calendar.setLenient', 'java.time.LocalDateTime.parse']"
13729,NetBeans default Jlist changing it into an arraylist,"['javax.swing.JList.JList', 'javax.swing.DefaultListModel.addElement']"
13730,Writing to a file with a while loop,['java.io.PrintWriter.PrintWriter']
13731,"Hashmap, can't modify/update",['java.util.Map.put']
13732,How to Identify threads in Eclipse Debug Perspective?,"['java.lang.Thread.currentThread', 'java.lang.Thread.setName']"
13733,Comparing strings in a graph,['java.util.Map.get']
13734,producing an empty zip file java,['java.util.zip.ZipOutputStream.closeEntry']
13735,"Remote Method Invocation (RMI) - Force ""Call-by-Value"" on an exported object",['java.rmi.server.UnicastRemoteObject.unexportObject']
13736,Java : How to determine the correct charset encoding of a stream,['java.io.InputStreamReader.getEncoding']
13737,java ssl tcp connection ok but data received to server is incorrect,['java.net.Socket.isConnected']
13738,How can I make a dynamic array in Java?,['java.lang.System.arraycopy']
13739,Redirecs with /bin/bash from Java Runtime exec(),['java.lang.Runtime.exec']
13740,Java isNan how it works?,"['java.lang.Math.sqrt', 'java.lang.Double.longBitsToDouble', 'java.lang.Double.NaN']"
13741,Evaluate a prefix expression using stacks,['java.lang.Integer.parseInt']
13742,A simple scenario in Java where replacing a single character with a back slash requires four back slashes,"['java.util.regex.Matcher.replaceAll', 'java.lang.String.replaceAll', 'java.util.regex.Matcher.quoteReplacement']"
13743,Retrieving filesize for the collection of these IDataOrganizationNode,['java.net.URL.toString']
13744,Is it possible to forward a request changing the request method?,['java.net.URL.openConnection']
13745,Optional Type returns a null value,['java.util.Optional.empty']
13746,compareTo involving non-comparable field: how to maintain transitivity?,['java.lang.Object.hashCode']
13747,"Java generics, coming from C++ templates",['java.lang.Class.isAssignableFrom']
13748,Swing JProgressBar doesn't repaint as I'd expect it to,['javax.swing.SwingUtilities.invokeLater']
13749,How to read all files in directory iteratively in Java?,['java.nio.file.Files.newDirectoryStream']
13750,Why Entry interface defines methods like equals and hashCode?,"['java.util.Map.Entry.hashCode', 'java.util.Map.Entry.equals']"
13751,"Java String.valueOf(null) throws NPE, but Object a = null; String.valueOf(a) returns 'null'",['java.lang.String.valueOf']
13752,Helper to remove null references in a Java List?,"['java.util.Collection.removeIf', 'java.util.Objects.isNull']"
13753,Java equivalent to JavaScript's encodeURIComponent that produces identical output?,"['java.net.URLEncoder.encode', 'java.lang.String.valueOf']"
13754,CookieManager for multiple threads,"['java.net.CookieHandler.setDefault', 'java.net.HttpCookie.setPath']"
13755,Convert Date to time stamp in java,['java.sql.Timestamp.getTime']
13756,Improving this code for reversing the string and removing duplicate characters,['java.lang.StringBuilder.append']
13757,Where to typically save external data from Java application?,['java.lang.System.getProperty']
13758,Waiting list of threads in java,"['java.util.concurrent.Executors.newCachedThreadPool', 'java.util.concurrent.ScheduledExecutorService.schedule', 'java.lang.Thread.sleep', 'java.util.concurrent.Executors.newScheduledThreadPool']"
13759,Can 0.99999999999 be rounded to 1.0 when multiplying?,['java.lang.Math.ulp']
13760,Adding onto a java.util.regex.Pattern or Merging Them,['java.util.regex.Pattern.compile']
13761,Parse a String to Date in Java,['java.util.Locale.setDefault']
13762,How can I get rid of the black background on images captured with Robot?,['java.awt.MouseInfo.getPointerInfo']
13763,convert special charecters in URL GET/POST Request java,['java.net.URLEncoder.encode']
13764,Evaluation of XPath changes with different environments,"['java.io.InputStream.available', 'java.io.InputStream.read']"
13765,Verifying my knowledge of how an empty Scanner reacts in Java,['java.lang.System.setIn']
13766,java Date object- how to increment day of week,"['java.util.Calendar.set', 'java.util.Date.setDate', 'java.util.Calendar.add']"
13767,what is character and is there a difference from char? java,['java.lang.Character.isDigit']
13768,Method valueForPathChanged in TreeModel interface (Swing),['javax.swing.tree.TreeModel.valueForPathChanged']
13769,How can you assign a variable a value inside a if statement in Java,['java.lang.Math.abs']
13770,Compute percentage for bigdecimals,"['java.text.NumberFormat.getPercentInstance', 'java.math.BigDecimal.movePointLeft', 'java.math.BigDecimal.scaleByPowerOfTen']"
13771,changing the working-directory of command from java,['java.lang.ProcessBuilder.directory']
13772,Java: splitting the filename into a base and extension,"['java.lang.String.split', 'java.nio.file.Files.probeContentType', 'java.io.File.getName']"
13773,How to add new System Properties in java,"['java.lang.System.setProperties', 'java.lang.System.setProperty']"
13774,ThreadPoolExecutor not fully executing threads before shutting down,"['java.lang.System.exit', 'java.util.concurrent.ThreadPoolExecutor.awaitTermination', 'java.util.concurrent.ThreadPoolExecutor.shutdown']"
13775,"Don't see any calls to the Callable.call() method but the code inside call() method still got executed, where was the call() method been called?",['java.util.concurrent.ScheduledExecutorService.schedule']
13776,How to random without errors inside a while loop?,['java.lang.Math.abs']
13777,For arrays of up to 10 elements: for loop copy or System.arrayCopy?,['java.lang.System.arraycopy']
13778,Quickest implementation of Java Map for a small number of entries,['java.util.Collections.synchronizedMap']
13779,Will not closing a stringwriter cause a leak?,"['java.io.Writer.close', 'java.io.StringWriter.close']"
13780,Make a double 0.00 display as 0.00 in Java,"['java.text.NumberFormat.getCurrencyInstance', 'java.lang.String.format']"
13781,Throw exception when a property is duplicated in a properties file,['java.util.Properties.load']
13782,How to add a menu bar for loading/saving files in a class that extends JPanel?,"['javax.swing.SwingUtilities.getWindowAncestor', 'javax.swing.SwingUtilities.getAncestorOfClass', 'java.awt.Frame.setMenuBar']"
13783,setModel on a JTable when the DefaultTableModel has changed,['javax.swing.JTable.getModel']
13784,Methods in a Runnable class block when sleep is called in the run method?,['java.lang.Thread.sleep']
13785,Java - limit number between min and max,['java.lang.Math.max']
13786,The text of the Label not changing in Java,['java.lang.Thread.sleep']
13787,Game thread won't stop,"['java.lang.Thread.setDaemon', 'java.util.concurrent.Executors.newSingleThreadScheduledExecutor']"
13788,Changing the Look and Feel changes the color of JTextPane?,"['javax.swing.UIManager.setLookAndFeel', 'javax.swing.UIManager.put']"
13789,DecimalFormat applyPattern in Java not overriding the locale settings,['java.text.DecimalFormatSymbols.getInstance']
13790,How to access running threads inside ThreadPoolExecutor?,['java.util.HashMap.keySet']
13791,Why does this Java code compile and run? I do not understand it,['java.lang.System.exit']
13792,A good way to wait for a web element,['java.lang.Thread.sleep']
13793,"Input data: java.lang.NumberFormatException: For input string: ""2 """,['java.util.Scanner.next']
13794,Java: newInstance of class that has no default constructor,"['java.lang.Class.getConstructor', 'java.lang.reflect.Constructor.newInstance']"
13795,Why is the array.size '0'?,['java.util.ArrayList.ArrayList']
13796,How can I convert a 2D array to a 2D list with Streams?,"['java.util.stream.Stream.of', 'java.util.Arrays.stream']"
13797,Glassfish TimeoutException when adding custom logger,"['java.util.Properties.setProperty', 'java.lang.Integer.parseInt']"
13798,How to display System.out.print from a function to JOptionPane.showMessageDialog?,['javax.swing.JOptionPane.showMessageDialog']
13799,"Bitwise operation 111&011=9, how?",['java.lang.Integer.toBinaryString']
13800,Java convert systems current date and time to seconds,['java.lang.System.currentTimeMillis']
13801,Java when a new thread start?,['java.lang.Thread.start']
13802,Java SwingWorker with JDialog showing JProgressBar during JDBC network operation,['javax.swing.SwingUtilities.invokeLater']
13803,Insert UTC/GMT date in Oracle database with Java and Spring,['java.util.TimeZone.setDefault']
13804,How do I exit a monitor in bytecode properly?,['java.lang.Thread.stop']
13805,Selenium Webdriver click() not doing anything,['java.lang.Thread.sleep']
13806,How to change an array of ints to an array of strings?,['java.lang.Integer.valueOf']
13807,"Register a Stream ""completion"" hook","['java.util.stream.BaseStream.onClose', 'java.util.stream.Stream.flatMap', 'java.util.stream.Stream.concat']"
13808,Java BufferedReader check next lines of a loop before looping,"['java.io.BufferedReader.mark', 'java.io.BufferedReader.reset']"
13809,Understanding adding a ChangeListener in TableView,"['javafx.beans.Observable.addListener', 'javafx.scene.control.SelectionModel.selectedItemProperty', 'javafx.beans.value.ObservableValue.addListener', 'javafx.scene.control.TableView.itemsProperty']"
13810,cmd.exe is hanging unexpectedly depending on where the file I use is located,['java.lang.Process.getInputStream']
13811,adding to an empty list,['java.util.Collections.emptyList']
13812,How many ways can a lambda expression return the input immediately?,['java.util.function.Function.identity']
13813,"Why is Class.newInstance() ""evil""?",['java.lang.reflect.Constructor.newInstance']
13814,"""prepareRenderer"" doesn't work when I put data from xml into my customJTable","['java.lang.Object.equals', 'javax.swing.JTable.getValueAt', 'javax.swing.JTable.prepareRenderer', 'javax.swing.JTable.convertColumnIndexToModel', 'javax.swing.JTable.convertRowIndexToModel']"
13815,How to know if a thread was waked up or time sliced (Producer-Consumer),"['java.lang.Thread.interrupted', 'java.lang.Thread.interrupt']"
13816,"Sort Entry Set of String, Integer by more than one field",['java.util.Collections.sort']
13817,How to get a specific part of string with specific condition?,['java.lang.String.lastIndexOf']
13818,Null resultsets when calling Sybase stored procedure through JDBC,"['java.sql.Statement.executeQuery', 'java.sql.Statement.getMoreResults', 'java.sql.Statement.getResultSet', 'java.sql.Statement.getUpdateCount']"
13819,Java Regular Expression : Need Simpler Solution,['java.lang.String.toCharArray']
13820,"Required: no arguments, found: String",['java.util.Scanner.nextLine']
13821,Compiling and executing Java code using Runtime#exec(),['java.lang.Runtime.getRuntime']
13822,try-catch when adding value to ArrayList is out of bound using loop Java,"['java.util.ArrayList.add', 'java.util.List.add']"
13823,Java - copy constructor - java.lang.NullPointerException,['java.lang.System.arraycopy']
13824,Using Maven properties to connect to a database,['java.lang.System.getProperty']
13825,Why does my JFrame not show my label,['javax.swing.SwingUtilities.invokeLater']
13826,"Using the ""new"" keyword (Java)","['java.lang.Integer.valueOf', 'java.lang.String.valueOf', 'java.math.BigInteger.valueOf']"
13827,Java LinkedList - differences between retrieve operations,"['java.util.Deque.poll', 'java.util.Deque.peek', 'java.util.Deque.pollFirst', 'java.util.Queue.poll']"
13828,Eclipse complains about following String.format usage,['java.lang.String.format']
13829,How to create multiple JSON objects via for loop,['java.util.List.remove']
13830,"Instantiating a class, passed in java?",['java.lang.Class.newInstance']
13831,replace `\\r` with `\r` in string,"['java.lang.String.replace', 'java.util.regex.Pattern.quote']"
13832,mysql dump in java not working,['java.lang.Runtime.exec']
13833,How can a socket be both connected and closed?,"['java.net.Socket.connect', 'java.net.Socket.isConnected']"
13834,Add one to a number stored in a digit array,['java.lang.Long.toString']
13835,"What is the difference between """" and "" "", and how do I test the former in terms of a char? ",['java.lang.String.equals']
13836,How to use Class<T> in Java?,"['java.lang.Class.forName', 'java.lang.Class.asSubclass']"
13837,Getting number of rows inserted on IBM DB2 V6R1 (AS400) through JBDC,['java.sql.PreparedStatement.executeUpdate']
13838,round up to 2 decimal places in java?,['java.lang.Math.round']
13839,"How would one go about printing out a certain pattern to the console, given a random size?",['java.lang.Math.sin']
13840,Is it possible to create a new String from a subset of another String without any data copy?,['java.nio.CharBuffer.wrap']
13841,What is the best way to fully read a stream of objects from a file in Java?,['java.io.ObjectOutputStream.reset']
13842,co-variance using Arrays.asList in java?,['java.util.Arrays.asList']
13843,SwingUtilities.invokeLater on full speed thread,"['javax.swing.SwingWorker.publish', 'javax.swing.Timer.setCoalesce']"
13844,"Why does .split(""\\"") generate an exception?",['java.lang.String.split']
13845,How to put integer value in JLabel?,"['java.lang.String.valueOf', 'java.lang.Integer.toString']"
13846,Why element() and remove() when we have peek() and poll() in java,['java.util.NavigableMap.firstEntry']
13847,HashMap- java program issues,['java.lang.Object.toString']
13848,How to remove a row from an Abstract Table?,['javax.swing.table.DefaultTableModel.removeRow']
13849,SQL connection : can't connect to database in java,['java.sql.DriverManager.getConnection']
13850,Statistical mode (Calculator Java),['java.lang.Double.compare']
13851,How to compute actual size of LinkedList<String> in bytes?,"['java.lang.Runtime.freeMemory', 'java.lang.Runtime.totalMemory']"
13852,decimaltobinary (java.lang.NumberFormatException),['java.lang.Integer.toBinaryString']
13853,Show an indeterimante progress bar in a JDialog in a thread and run a task in another thread concurrently,['javax.swing.SwingWorker.publish']
13854,How does one correctly handle InterruptedException that may not be passed to client code?,"['java.lang.Thread.currentThread', 'java.lang.Thread.interrupted']"
13855,How to myList.addAll(newList) will put new items of newList to top & push the existing items of myList to the bottom?,['java.util.List.addAll']
13856,Check javax.lang.model.type.TypeMirror is a primitive type,"['javax.lang.model.type.TypeMirror.getKind', 'javax.lang.model.type.TypeKind.isPrimitive']"
13857,"UDP socket programming(extracting the data, storing it in a string)",['java.net.DatagramPacket.getData']
13858,Mac Keyboard Shortcuts with Nimbus LAF,['java.awt.Toolkit.getMenuShortcutKeyMask']
13859,How to safely create a file if it doesn't exist from concurrently-running processes without using locking?,"['java.util.UUID.randomUUID', 'java.io.File.createNewFile']"
13860,Set instance value of FollowRedirects on HttpURLConnection,['java.net.HttpURLConnection.setInstanceFollowRedirects']
13861,Instantiate Java lambda function by name,"['java.lang.Class.newInstance', 'java.lang.Class.forName']"
13862,Connect linkedList in java,['java.util.Collections.unmodifiableList']
13863,How to compare equality of lists of arrays with modern Java?,['java.util.Arrays.equals']
13864,java - Using string tuples as key for HashMap,"['java.lang.Object.hashCode', 'java.util.Arrays.asList']"
13865,How to pass a static class as an argument in Java,['java.lang.Class.newInstance']
13866,Adding to the value in a Hashtable [Java],['java.util.Hashtable.get']
13867,unreported exception when using Unsafe,['java.lang.ClassLoader.loadClass']
13868,How to populate entries into a map from a different thread and then from a single background thread iterate the map and send?,['java.util.concurrent.BlockingQueue.drainTo']
13869,java: Collect and combine data in a list,"['java.util.Comparator.comparing', 'java.util.stream.Collectors.groupingBy']"
13870,java: ArrayList - how can i check if an index exists?,['java.util.Hashtable.size']
13871,String creation in java,['java.lang.String.intern']
13872,Check partially known integer lies within a range,['java.lang.Integer.compareUnsigned']
13873,How can I specify folder for arguement to exec method in Java?,['java.lang.System.getProperty']
13874,How to use JScrollPane alongside JTextArea?,"['javax.swing.JScrollPane.JScrollPane', 'javax.swing.SwingUtilities.invokeLater', 'javax.swing.JScrollPane.setViewport']"
13875,How to round off timestamp in milliseconds to nearest seconds?,['java.time.Instant.ofEpochMilli']
13876,JFrame and setDefaultCloseOperation(JFrame.HIDE_ON_CLOSE),['javax.swing.JFrame.repaint']
13877,Input stream.read return 0 or -1?,"['org.omg.CORBA.portable.InputStream.read', 'java.io.InputStream.read']"
13878,Java MP3Player by using Javazoom play and pause,['javax.swing.SwingUtilities.invokeLater']
13879,Why * operator gave wrong result and Math.pow() correct,['java.lang.Math.pow']
13880,How to sort a list with streams?,['java.util.Collections.sort']
13881,Identifying the season from the Date using Java,['java.util.Set.contains']
13882,Java: Runtime.getRuntime().exec() - how to get reference to launched programs JFrame?,['java.lang.Runtime.exec']
13883,Added items to JPanel dont' show up,['java.awt.EventQueue.invokeLater']
13884,How to include SQLite database in executable Jar?,"['java.lang.Class.getResource', 'java.lang.Class.getResourceAsStream']"
13885,NoSuchElementException while checking a string,"['java.util.Scanner.hasNext', 'java.util.Scanner.next']"
13886,WriteObject not properly writing a Set?,['java.io.ObjectOutputStream.writeUnshared']
13887,Ordering the Keys in a TreeMap dependant on the oldest value in its list of values?,"['java.util.Comparator.comparing', 'java.util.Comparator.thenComparing']"
13888,Sort components of a vector numerically which contain letter numbers and letters,"['java.util.Collections.sort', 'java.util.Comparator.compare']"
13889,Does explicit lock automatically provide memory visibility?,['java.util.concurrent.atomic.AtomicInteger.incrementAndGet']
13890,how to run dmg on mac through java,"['java.lang.Runtime.exec', 'java.awt.Desktop.open', 'java.lang.Runtime.getRuntime']"
13891,Compare two objects by two criteria,"['java.lang.Boolean.compare', 'java.util.stream.Collectors.groupingBy', 'java.util.Collections.sort']"
13892,Why this Java Code is compiling successfully,['java.lang.Object.equals']
13893,"Java 8 streams: determining if members of a list are ""equal""",['java.util.stream.Stream.sorted']
13894,Why aren't my Windows batch files processing when Java executes them?,['java.lang.Runtime.exec']
13895,Javac error on Generic return type,['java.util.Collections.sort']
13896,Adding a element of Generic type <T> to an arrayList of LinkedList's,['java.util.Arrays.asList']
13897,How to pass in a substring of a Char array to another function for Java?,['java.io.Writer.write']
13898,JFrame doesn't appear with red background,['java.lang.Thread.sleep']
13899,reference to a field inside a CompletableFuture which can again be a CompletableFuture : java,"['java.util.concurrent.CompletableFuture.thenAcceptAsync', 'java.util.concurrent.CompletableFuture.exceptionally', 'java.util.concurrent.CompletableFuture.thenApplyAsync']"
13900,Two Different types of Arrays into the first Array,['java.util.List.add']
13901,How to compare two Strings when both can be null?,['java.util.Objects.equals']
13902,How to sort a two dimension array (each row) in Java,['java.util.Arrays.sort']
13903,How to extract strings from specified indices in text file using Java?,['java.io.RandomAccessFile.seek']
13904,gridbaglayout position component to centre,['javax.swing.JLabel.JLabel']
13905,How to detect if a Java System property has changed?,"['java.lang.SecurityManager.checkPropertiesAccess', 'java.lang.SecurityManager.checkPropertyAccess']"
13906,"Java 8 Streams, example that not compile",['java.util.stream.Collectors.toList']
13907,repeating specific characters in string java,"['java.lang.String.replace', 'java.lang.String.join', 'java.lang.String.format', 'java.util.Collections.nCopies']"
13908,What XSLT processor should I use for Java transformation?,['javax.xml.transform.TransformerFactory.newInstance']
13909,Reliable method of cleaning up an external resource associated with an Object,"['java.awt.Graphics.dispose', 'java.io.InputStream.close', 'java.io.File.deleteOnExit']"
13910,XML: Finding namespace uri from xsi:type attribute in SAX content handler,['org.xml.sax.ContentHandler.startElement']
13911,How do I maintain a pointer to a List in a Java class?,['java.util.List.get']
13912,Can I use Object#hashCode to store the hash of a password?,['java.lang.String.hashCode']
13913,Java ArrayList<Double> IndexOutOfBoundsException Problem,['java.util.Arrays.asList']
13914,"In Java, for primitive arrays, is reusing arrays signifcantly faster than repeatedly recreating them?",['java.lang.System.arraycopy']
13915,Printing message on Console without using main() method,"['java.lang.Runtime.addShutdownHook', 'java.lang.System.exit', 'java.lang.System.runFinalizersOnExit', 'java.lang.Runtime.runFinalizersOnExit']"
13916,Java Binary Search On A Large AbstractList,['java.util.Collections.binarySearch']
13917,Enforcing desired CompletableFuture behavior,['java.util.concurrent.CompletionStage.thenCompose']
13918,ArrayList : Find nth occurrence of an Integer,['java.util.Collections.binarySearch']
13919,"Why doesn't Integer.parseInt(""1"")++ work in Java?",['java.lang.Integer.parseInt']
13920,Change text of a Graphics2D object,['java.awt.font.TextLayout.draw']
13921,How to run an executable jar from within Spring container?,['java.lang.System.exit']
13922,Java unhandled exception disappears,"['java.lang.System.exit', 'java.lang.Throwable.addSuppressed']"
13923,Java SSL code throwing NoSuchAlgorithException,['javax.net.ssl.SSLContext.init']
13924,Keeping track of already seen objects,['java.util.Collections.newSetFromMap']
13925,Converting Epoch time to date string,['java.text.SimpleDateFormat.is']
13926,How do I get Date only from epoch time having time as 23:59:59,['java.time.LocalDate.toString']
13927,LocalDate to java.util.Date and vice versa simplest conversion?,"['java.sql.Date.toLocalDate', 'java.sql.Date.valueOf', 'java.util.Date.from']"
13928,Runtime.exec() fails with space in directory (Java),"['java.lang.Runtime.exec', 'java.net.URL.getPath']"
13929,Generic type checking at compile time,['java.util.Collection.contains']
13930,DatabaseMetaData.ownDeletesAreVisible vs DatabaseMetaData.deletesAreDetected Controversy,"['java.sql.DatabaseMetaData.deletesAreDetected', 'java.sql.DatabaseMetaData.ownDeletesAreVisible']"
13931,"Android, detect local IP and subnet mask for WiFi, both while tethering and connected to access point",['java.net.NetworkInterface.getNetworkInterfaces']
13932,Rxjava schedule wont run after last line,['java.lang.Thread.sleep']
13933,Read unknown file names from directory,['java.io.File.listFiles']
13934,Why is this program not drawing the square?,['java.awt.Color.Color']
